"","DELL.Open","DELL.High","DELL.Low","DELL.Close","DELL.Volume","DELL.Adjusted"
"503",52.292358,52.635658,52.048725,52.425251,2515900,52.425251
"504",52.951275,53.172756,52.524918,52.923588,2704400,52.923588
"505",52.751938,53.089703,52.541527,52.607975,1509400,52.607975
"506",52.630123,52.834995,52.502769,52.619049,2038900,52.619049
"507",52.740864,52.951275,52.55814,52.657806,2497100,52.657806
"508",52.713177,53.117386,52.657806,53.006645,4578500,53.006645
"509",53.062016,53.18383,52.707642,52.774086,4004600,52.774086
"510",52.674419,53.084164,52.369877,52.790699,3742700,52.790699
"511",53.156147,53.200443,52.713177,52.829456,2247900,52.829456
"512",52.918053,52.95681,52.286823,52.746403,2483000,52.746403
"513",52.857143,53.416389,52.78516,53.194904,2540600,53.194904
"514",52.978958,53.676632,52.929127,53.504982,1679700,53.504982
"515",53.39978,53.765228,53.056477,53.250278,1666500,53.250278
"516",53.194904,53.433002,52.663345,53.239204,2633300,53.239204
"517",53.056477,53.482834,52.646732,52.984497,2005900,52.984497
"518",52.984497,53.588039,52.857143,53.089703,2195700,53.089703
"519",52.879292,53.405315,52.718716,53.30011,2021000,53.30011
"520",53.488373,53.709858,53.22813,53.626801,2762600,53.626801
"521",53.438538,53.754154,53.311184,53.543743,1846800,53.543743
"522",53.433002,54.025471,53.205978,53.837208,2604000,53.837208
"523",53.687706,54.08638,53.516056,53.903656,5723900,53.903656
"524",53.959026,54.82835,53.931339,54.623478,2521700,54.623478
"525",54.562569,54.695461,53.79845,53.887043,2287100,53.887043
"526",53.776302,54.413067,53.361019,53.366554,3257800,53.366554
"527",53.421928,53.421928,52.502769,52.857143,2898000,52.857143
"528",53.067554,53.255814,52.713177,53.133999,2280900,53.133999
"529",53.433002,53.433002,52.923588,53.266888,4621000,53.266888
"530",53.100777,53.311184,52.170544,53.266888,5587200,53.266888
"531",53.538204,53.709858,53.294575,53.682171,3067800,53.682171
"532",53.776302,53.864895,53.261353,53.493908,2444000,53.493908
"533",53.433002,53.87043,53.361019,53.848282,2256400,53.848282
"534",53.732006,53.91473,53.460686,53.776302,2388600,53.776302
"535",53.809525,54.174973,53.466225,53.549282,1287600,53.549282
"536",53.560356,53.859356,53.333332,53.576965,3348300,53.576965
"537",53.770763,53.98671,53.156147,53.493908,2591900,53.493908
"538",53.826134,53.826134,53.111851,53.538204,3574600,53.538204
"539",53.809525,54.20266,52.962349,53.687706,4725700,53.687706
"540",53.333332,53.765228,52.535992,52.906979,3729500,52.906979
"541",52.757477,53.205978,51.633446,52.369877,7319800,52.369877
"542",52.447399,52.447399,51.007751,51.20155,4839800,51.20155
"543",51.20155,51.60022,50.321152,50.79734,3628700,50.79734
"544",51.661129,52.38649,51.262459,52.325581,3063300,52.325581
"545",53.156147,53.676632,52.347729,52.602436,4747600,52.602436
"546",52.829456,53.30011,52.486156,52.967884,2765700,52.967884
"547",53.117386,53.156147,52.187153,52.657806,2306400,52.657806
"548",52.591362,52.751938,52.070873,52.320045,3124500,52.320045
"549",52.425251,52.740864,51.683277,51.92691,3492800,51.92691
"550",52.176079,52.823921,51.832779,52.44186,2650400,52.44186
"551",51.777409,51.971207,50.836102,51.423035,2476200,51.423035
"552",51.262459,51.411961,49.750832,49.750832,4276200,49.750832
"553",50.243633,50.736435,49.750832,50.304539,2189700,50.304539
"554",49.307861,49.916943,48.726467,48.98671,2948100,48.98671
"555",49.778515,50.382061,47.480621,48.039867,2205600,48.039867
"556",48.172756,49.180508,48.045403,49.102989,1902200,49.102989
"557",49.728683,50.498341,49.728683,50.049835,2300800,50.049835
"558",50.326691,51.18494,50.110741,50.476189,3505000,50.476189
"559",50.747509,50.85825,49.562569,50.487267,1399600,50.487267
"560",50.753044,50.863789,49.595791,50.780731,1941800,50.780731
"561",50.725361,51.345516,50.448505,50.996677,890500,50.996677
"562",52.602436,54.595791,52.292358,54.186047,4673700,54.186047
"563",54.208195,55.038761,53.909191,54.77298,1782500,54.77298
"564",54.446289,54.739758,53.588039,54.291252,2432600,54.291252
"565",54.280178,54.822811,53.233665,54.540421,2502200,54.540421
"566",54.695461,57.364342,54.346622,56.240311,7859100,56.240311
"567",57.142857,58.720932,55.952381,58.521595,10980800,58.521595
"568",59.042084,59.368771,57.862679,58.172756,25505900,58.172756
"569",58.289036,58.383167,57.807308,57.846069,8098600,57.846069
"570",57.84053,58.078629,56.866001,57.198227,8313700,57.198227
"571",56.550388,57.15947,56.284607,56.832779,5566900,56.832779
"572",57.09856,57.27021,56.373199,57.026577,3044000,57.026577
"573",56.64452,57.912514,56.638981,57.541527,3166000,57.541527
"574",58.100777,58.521595,58.089703,58.488373,7039700,58.488373
"575",58.305649,58.39978,57.84053,57.951275,3224600,57.951275
"576",58.338871,59.169434,57.967884,59.025471,7001800,59.025471
"577",58.477299,59.15836,58.139534,58.693245,5877800,58.693245
"578",59.246956,59.291252,57.90144,58.405315,11128700,58.405315
"579",58.881508,59.080841,57.990032,58.433002,6424600,58.433002
"580",58.139534,58.344406,57.259136,57.84053,6375900,57.84053
"581",57.502769,58.521595,57.281284,58.477299,8668800,58.477299
"582",58.333332,58.593578,57.308971,57.585827,6578700,57.585827
"583",57.718716,58.039867,56.92691,57.646732,6236400,57.646732
"584",58.305649,58.693245,57.547066,57.990032,7337500,57.990032
"585",58.803986,58.826134,58.001106,58.145073,7212200,58.145073
"586",58.250278,58.682171,57.95681,58.416389,6851600,58.416389
"587",58.084164,58.64341,58.084164,58.576965,7095000,58.576965
"588",58.47176,58.543743,58.034328,58.18383,8284400,58.18383
"589",58.416389,58.964561,58.084164,58.615726,10356100,58.615726
"590",58.693245,59.191582,57.923588,58.056477,10930200,58.056477
"591",58.189369,58.493908,56.64452,57.259136,10987800,57.259136
"592",57.297897,57.541527,55.542637,56.882614,15194400,56.882614
"593",45.127354,45.703213,41.583611,44.573643,3756200,44.573643
"594",43.87043,44.950165,43.665558,44.922482,2836100,44.922482
"595",44.60133,45.182724,43.881508,44.296787,3467300,44.296787
"596",46,46.5,44.77,45.43,4501300,45.43
"597",45.5,48.869999,45.5,48.869999,5818500,48.869999
"598",48.23,49.099998,46.060001,47.119999,6108700,47.119999
"599",46.560001,47,44.779999,45.130001,6902600,45.130001
"600",45.66,46.959999,44.860001,46.02,8906800,46.02
"601",45.93,47.380001,45.529999,46.32,4925800,46.32
"602",47.139999,47.82,46.389999,46.869999,7286300,46.869999
"603",47.07,47.389999,46.779999,46.939999,3299500,46.939999
"604",46.939999,47.389999,44.900002,45.189999,3563500,45.189999
"605",44.950001,45.720001,44.400002,44.470001,2699900,44.470001
"606",44.07,44.25,42.759998,42.799999,3665700,42.799999
"607",43.049999,43.700001,42.48,43.009998,2828800,43.009998
"608",42.799999,43.209999,42.02,42.619999,2457800,42.619999
"609",42.709999,43.720001,42.57,43.709999,3542400,43.709999
"610",43.779999,43.790001,43.110001,43.349998,3256500,43.349998
"611",43.880001,44.650002,43.310001,44.060001,3170900,44.060001
"612",45.18,45.889999,44.419998,44.619999,3151600,44.619999
"613",44.91,45.139999,44.209999,44.959999,3551900,44.959999
"614",45.23,46,45.220001,45.91,2618200,45.91
"615",45.900002,47.389999,45.619999,46.900002,5951200,46.900002
"616",47.099998,47.330002,46.5,46.849998,3558700,46.849998
"617",47.349998,48,47.16,48,3981600,48
"618",47.830002,49.5,47.709999,48.59,3741100,48.59
"619",48.98,49.75,48.5,49.650002,1816200,49.650002
"620",50.009998,51.810001,50.009998,50.830002,3190400,50.830002
"621",51.27,51.599998,50.639999,51.07,2754700,51.07
"622",51.150002,51.91,50.84,50.939999,2836200,50.939999
"623",50.599998,50.810001,49.779999,50.439999,1782400,50.439999
"624",50.049999,51.59,49.650002,51.490002,1793800,51.490002
"625",51.869999,52.07,51.049999,52.02,2720100,52.02
"626",52.419998,53.790001,52.209999,53.599998,3379000,53.599998
"627",53.900002,54.619999,53.380001,53.950001,1776100,53.950001
"628",53.68,54.59,53.52,54.380001,2599100,54.380001
"629",54.790001,55.889999,54,55,2295800,55
"630",55.09,55.48,54.549999,55.040001,1257400,55.040001
"631",55.27,55.799999,54.630001,55.540001,1382100,55.540001
"632",55.560001,56.080002,55.279999,55.540001,1943300,55.540001
"633",55.830002,56.18,55.549999,56.18,1847300,56.18
"634",56.459999,56.91,56.310001,56.639999,2337600,56.639999
"635",56.299999,57.110001,55.619999,56.73,2341200,56.73
"636",56.540001,56.799999,56.189999,56.25,1690800,56.25
"637",56.200001,56.5,55.169998,55.82,4132100,55.82
"638",57.68,58.990002,56.189999,56.650002,3514800,56.650002
"639",57.07,57.139999,54.5,55.34,2978200,55.34
"640",55.25,55.84,54.459999,55.119999,2788800,55.119999
"641",54.82,54.82,52.849998,53.73,2515300,53.73
"642",53.619999,54.41,52.82,53.130001,1851100,53.130001
"643",52.580002,52.790001,51.580002,52.349998,1914200,52.349998
"644",52.400002,54.23,52.259998,54.150002,1782500,54.150002
"645",54.240002,55.450001,54.18,54.700001,2481500,54.700001
"646",55.150002,55.560001,54.759998,54.950001,2069900,54.950001
"647",56,58,55.689999,57.18,3869000,57.18
"648",57.93,60.27,57.900002,60.23,5696300,60.23
"649",60.349998,61.16,59.740002,60.490002,2664300,60.490002
"650",61,61.18,60.32,60.439999,2018100,60.439999
"651",60.380001,60.759998,59.25,59.630001,2600600,59.630001
"652",59.490002,60.939999,59.400002,60.709999,1650800,60.709999
"653",59.900002,61.169998,59.509998,59.549999,1505500,59.549999
"654",59.5,59.5,57.119999,57.290001,1880300,57.290001
"655",57.919998,58.98,57.380001,58.889999,1788100,58.889999
"656",59.009998,59.889999,57.43,57.540001,1839200,57.540001
"657",57.459999,57.889999,56.66,56.919998,1724900,56.919998
"658",57.220001,58.790001,57.150002,58.689999,1899100,58.689999
"659",59.779999,60.439999,59.52,60.43,1785800,60.43
"660",60.209999,61.310001,59.740002,61.27,2355600,61.27
"661",61.259998,61.650002,60.650002,61.59,2100200,61.59
"662",61.52,61.59,59.220001,60.34,2160000,60.34
"663",60.439999,62.389999,60.439999,62.200001,2204600,62.200001
"664",62.16,62.66,61.459999,62.490002,1336800,62.490002
"665",62.290001,62.400002,61.310001,61.73,1282600,61.73
"666",61.779999,63.630001,61.740002,63.290001,1678200,63.290001
"667",63.470001,63.869999,62.759998,63.860001,1947900,63.860001
"668",64.040001,64.580002,63.169998,63.509998,1205500,63.509998
"669",63.599998,63.970001,63.07,63.880001,1161200,63.880001
"670",64.360001,64.449997,62.68,62.790001,1125600,62.790001
"671",63.110001,63.5,62.509998,62.75,1033800,62.75
"672",62.740002,62.990002,61.919998,62.849998,1047600,62.849998
"673",62.779999,63.25,62.52,63.25,1080700,63.25
"674",63.220001,65.239998,63.09,65,1540500,65
"675",64.980003,66.449997,64.760002,66.25,1549900,66.25
"676",66.199997,67.209999,65.620003,67,1617200,67
"677",66.059998,66.650002,64.779999,65.360001,1529700,65.360001
"678",65.400002,65.779999,65.019997,65.550003,1241300,65.550003
"679",65.650002,67.5,65.650002,67.410004,1209200,67.410004
"680",67.900002,69.199997,67.410004,68.580002,2084500,68.580002
"681",68.440002,68.949997,66.440002,68.139999,1964500,68.139999
"682",68.730003,69.300003,68.25,68.699997,942800,68.699997
"683",67.239998,68.510002,67.089996,68.190002,674700,68.190002
"684",67.550003,68.279999,66.220001,67.489998,1419300,67.489998
"685",67.040001,67.300003,66.510002,67.099998,1024900,67.099998
"686",66.050003,67.290001,65.650002,67.089996,1386900,67.089996
"687",66.769997,67.389999,65.550003,67.160004,715700,67.160004
"688",65.089996,65.900002,63.700001,64.040001,2626100,64.040001
"689",64.260002,66.730003,64.099998,66.150002,992600,66.150002
"690",65.660004,68.269997,65.5,67.900002,1039700,67.900002
"691",68.050003,70.230003,67.910004,69.800003,1034900,69.800003
"692",68.989998,70.550003,68.510002,69.43,1489300,69.43
"693",68.589996,68.959999,67.080002,68,1343200,68
"694",68.919998,70.150002,68.419998,69.650002,1176900,69.650002
"695",70.260002,70.389999,68.669998,69,1567300,69
"696",67.639999,67.639999,64.550003,65.699997,3143700,65.699997
"697",66.019997,67.190002,65.300003,66.120003,1893400,66.120003
"698",66.18,67.870003,66,66.410004,1789600,66.410004
"699",65.779999,66.220001,64.699997,66.199997,2412400,66.199997
"700",66.519997,67.309998,65.519997,66.410004,2084700,66.410004
"701",60.66,62.16,57.110001,59.549999,7917000,59.549999
"702",59.400002,59.529999,55.450001,55.860001,3226400,55.860001
"703",56.990002,57.759998,55.93,57.68,2573500,57.68
"704",57.790001,58.049999,53.759998,54.5,3744700,54.5
"705",54.950001,55.029999,52.119999,53.23,3874500,53.23
"706",53.400002,55.150002,53.009998,54.299999,2291200,54.299999
"707",54.810001,55.529999,54.029999,54.200001,1854800,54.200001
"708",54.470001,54.889999,53.59,54.34,1776700,54.34
"709",54.209999,54.919998,52.950001,53.029999,1280800,53.029999
"710",52.990002,54.02,52.52,53.830002,2066800,53.830002
"711",52.950001,53.509998,50.759998,51.32,1842100,51.32
"712",51.490002,51.669998,50.57,50.630001,1671800,50.630001
"713",51.200001,52.650002,50.91,51.509998,2276200,51.509998
"714",52.009998,53.549999,51.549999,53.419998,2112300,53.419998
"715",55,57.259998,53.32,54.41,2503500,54.41
"716",54.07,54.610001,53.5,53.990002,2521000,53.990002
"717",53.990002,54.299999,53.060001,53.299999,1816900,53.299999
"718",53.299999,53.869999,52.200001,52.310001,2297100,52.310001
"719",52.959999,53.75,52.779999,53.23,965800,53.23
"720",52.450001,52.860001,50.57,52.209999,4849800,52.209999
"721",52.66,52.759998,50.650002,50.799999,7041900,50.799999
"722",52.209999,52.240002,51.240002,51.560001,3539500,51.560001
"723",51.220001,52.189999,50.599998,52.18,2521000,52.18
"724",51.869999,52.959999,51.23,52.919998,2605400,52.919998
"725",52.130001,52.650002,51.790001,52.369999,2093700,52.369999
"726",51.799999,52.080002,50.98,51.290001,3000100,51.290001
"727",50.959999,51.330002,50.630001,51.099998,2685500,51.099998
"728",51.529999,53,51.139999,52.290001,4608300,52.290001
"729",52.259998,53.48,52.169998,53.48,2988000,53.48
"730",53.849998,54.330002,53.23,53.779999,3657900,53.779999
"731",54,55.279999,53.950001,55.220001,4029900,55.220001
"732",55.52,56.990002,55.130001,56.009998,3607900,56.009998
"733",56,56.52,55.369999,56.5,1801500,56.5
"734",56.240002,57.790001,55.759998,57.389999,2211400,57.389999
"735",57.950001,59.169998,56.599998,56.799999,2994700,56.799999
"736",57.060001,57.380001,56.389999,56.419998,1657300,56.419998
"737",56.700001,56.700001,54.639999,55.459999,2300600,55.459999
"738",55.169998,56.330002,55.169998,56.220001,1450000,56.220001
"739",56.32,56.66,54.77,55.07,1872200,55.07
"740",55.130001,55.490002,54.790001,55.279999,1656700,55.279999
"741",55.82,56.240002,54.450001,55.970001,1942700,55.970001
"742",55.73,57.389999,55.48,57.23,2043300,57.23
"743",57.279999,57.990002,56.57,57.740002,2731600,57.740002
"744",57.939999,59.150002,57.299999,57.689999,2519300,57.689999
"745",54.849998,55.5,51.450001,52.41,10527200,52.41
"746",51.009998,51.09,48.279999,50.419998,5672900,50.419998
"747",50.91,51.52,49.450001,50.77,3671800,50.77
"748",49.889999,50.580002,49.27,50.380001,1851800,50.380001
"749",50.619999,52.040001,50.619999,51.330002,2424500,51.330002
"750",51.290001,51.290001,49.799999,50.43,1278100,50.43
"751",50.049999,50.240002,49.18,49.509998,1435300,49.509998
"752",49.25,50.91,48.720001,49.52,3558000,49.52
"753",48.689999,48.990002,46.959999,48.599998,4116900,48.599998
"754",48.139999,48.369999,46.240002,46.900002,2902900,46.900002
"755",47.389999,49.189999,47.25,48.43,2488200,48.43
"756",49.310001,49.630001,48.779999,49.049999,2006700,49.049999
"757",48.720001,49.299999,48.189999,48.470001,1842700,48.470001
"758",48.669998,49.740002,48.549999,48.98,1389500,48.98
"759",49.43,49.560001,48.419998,49.040001,1619800,49.040001
"760",47.75,47.939999,45.73,45.810001,3670700,45.810001
"761",46,47.080002,45.950001,46.41,2040900,46.41
"762",46.950001,47.169998,45.27,45.599998,1952400,45.599998
"763",45.52,45.619999,44.349998,45.299999,1886800,45.299999
"764",45.75,46.93,45.650002,46.77,3275000,46.77
"765",50.849998,53.200001,49.650002,51.529999,16009600,51.529999
"766",51.029999,51.880001,50.599998,51.07,4175300,51.07
"767",51.5,51.880001,50.27,51.200001,2793400,51.200001
"768",51.560001,53.5,51.110001,52.919998,4559000,52.919998
"769",53,53.790001,52.259998,53.360001,3462400,53.360001
"770",54,54.450001,53.139999,54.290001,3633200,54.290001
"771",53.880001,55.849998,53.25,55.48,3192300,55.48
"772",55.119999,55.5,54.700001,55.299999,2998600,55.299999
"773",55.549999,55.93,54.049999,54.150002,2868600,54.150002
"774",54.049999,54.650002,53.439999,53.509998,1411700,53.509998
"775",53,54.549999,52.880001,54.099998,1531200,54.099998
"776",54,54.099998,53.110001,53.849998,1430100,53.849998
"777",53.93,53.93,52.009998,52.799999,1905500,52.799999
"778",52.759998,53.650002,52.560001,53.040001,2499700,53.040001
"779",53.189999,53.34,51.709999,51.849998,3042300,51.849998
"780",51.810001,53,51.02,52.939999,2484900,52.939999
"781",53.060001,53.650002,51.66,52.200001,3348200,52.200001
"782",52.189999,54.02,52.049999,53.740002,3069500,53.740002
"783",53,53,51.32,52.150002,3072100,52.150002
"784",52.419998,52.880001,50.389999,50.950001,2220700,50.950001
"785",50.950001,52.029999,50.869999,51.860001,1327700,51.860001
"786",52.130001,52.889999,51.400002,51.639999,1935700,51.639999
"787",51.5,51.509998,50.16,50.779999,1593300,50.779999
"788",50.810001,51.369999,49.389999,51.060001,1348600,51.060001
"789",51.23,51.5,50.200001,50.27,1937600,50.27
"790",50.099998,51.07,49.990002,50.52,1588900,50.52
"791",50.189999,50.369999,48.790001,48.810001,1529200,48.810001
"792",49.139999,49.73,48.75,49.459999,1320800,49.459999
"793",49.41,49.59,48.889999,49,2264400,49
"794",49.869999,51.380001,49.77,50.299999,1528000,50.299999
"795",50.25,50.75,50.110001,50.68,786200,50.68
"796",50.5,51.740002,50.349998,51.130001,1044700,51.130001
"797",50.919998,50.93,50.169998,50.540001,1003600,50.540001
"798",50.84,51.25,50.310001,50.369999,1006500,50.369999
"799",50.360001,50.439999,49.5,49.869999,1728400,49.869999
"800",49.900002,50.509998,49.59,49.990002,1202100,49.990002
"801",50.310001,50.630001,49.779999,49.98,1038400,49.98
"802",49.889999,50.41,49.259998,50.299999,1251500,50.299999
"803",50.66,51.25,49.93,51.009998,1529900,51.009998
"804",51.110001,52.32,50.950001,51.68,1616800,51.68
"805",51.93,52.450001,51.470001,51.59,1579900,51.59
"806",51.650002,53.27,51.560001,53.25,2648800,53.25
"807",53.209999,54.150002,52.73,53.75,1627400,53.75
"808",53.650002,53.799999,52.110001,52.889999,1537100,52.889999
"809",53.18,53.389999,52.790001,53.240002,1215900,53.240002
"810",53.849998,54.130001,53.48,53.84,1003500,53.84
"811",53.91,54.849998,53.540001,54.43,2067500,54.43
"812",55,55,53.700001,54.330002,1414600,54.330002
"813",54.77,54.950001,54.130001,54.310001,1474000,54.310001
"814",54.360001,54.59,53.549999,54.310001,994600,54.310001
"815",53.82,54.869999,53.650002,54.52,928000,54.52
"816",54.790001,55.779999,54.650002,55.43,2769100,55.43
"817",55,55.400002,54.540001,54.779999,1100800,54.779999
"818",54.400002,56.189999,54.169998,55.049999,1701500,55.049999
"819",55.650002,55.849998,55.16,55.639999,1418800,55.639999
"820",55.650002,55.889999,55.07,55.57,979100,55.57
"821",55.66,56.68,55.279999,56.209999,1425000,56.209999
"822",55.82,56.279999,54.939999,55.27,1435500,55.27
"823",55.240002,55.599998,53.689999,53.709999,1608400,53.709999
"824",53.700001,54,53,53.610001,1444900,53.610001
"825",54,55.610001,54,55.060001,1897900,55.060001
"826",55.669998,55.939999,53.150002,53.189999,4422600,53.189999
"827",51.049999,52.16,49.75,50.32,13123600,50.32
"828",50.299999,50.459999,48.439999,48.490002,3235100,48.490002
"829",48.349998,48.669998,47.330002,47.720001,3726300,47.720001
"830",46.799999,47.490002,46.43,47.400002,3914000,47.400002
"831",47.900002,48.099998,47.540001,47.68,2094700,47.68
"832",47.610001,47.73,46.619999,47.34,2064100,47.34
"833",47.5,48.700001,47.029999,47.119999,3008500,47.119999
"834",46.82,47.970001,46.450001,47.650002,3776500,47.650002
"835",47.41,47.98,47.130001,47.360001,3099600,47.360001
"836",47.32,47.75,46.900002,47.709999,2216400,47.709999
"837",47.32,49.66,47.080002,49.5,2641600,49.5
"838",49.43,50.080002,49.029999,49.349998,2642000,49.349998
"839",49.990002,50.150002,49.27,49.490002,3364800,49.490002
"840",49.720001,50.209999,49.560001,49.93,2366600,49.93
"841",50,50.59,49.619999,50,2302800,50
"842",50.060001,50.330002,49.779999,49.889999,1518000,49.889999
"843",50.299999,50.549999,49.509998,49.619999,2704500,49.619999
"844",49.66,51.18,49.619999,50.459999,1628600,50.459999
"845",50.450001,51.330002,50.25,50.830002,958900,50.830002
"846",51.259998,52.279999,51.110001,52.009998,1538000,52.009998
"847",52.200001,52.200001,50.700001,50.98,1575100,50.98
"848",50.880001,51.560001,50.5,50.91,1329200,50.91
"849",50.799999,51.900002,50.549999,51.389999,1653900,51.389999
"850",52.060001,52.619999,51.549999,52.290001,2168400,52.290001
"851",51.400002,51.98,50.419998,50.57,2254000,50.57
"852",50.09,51.290001,50.09,51.080002,2525800,51.080002
"853",51.040001,51.310001,49.57,49.799999,3109900,49.799999
"854",49.5,50.040001,49.150002,50,3514600,50
"855",50.200001,50.259998,49.02,49.619999,3628400,49.619999
"856",49.619999,49.939999,49.41,49.509998,2466100,49.509998
"857",49.689999,49.990002,48.68,49.830002,3414300,49.830002
"858",49.830002,51.529999,49.810001,50.860001,3322600,50.860001
"859",50.709999,51.139999,50.400002,50.599998,1979800,50.599998
"860",51.009998,51.73,50.689999,51.34,2253400,51.34
"861",51.5,51.5,50.049999,50.34,3295700,50.34
"862",50.150002,50.169998,48.900002,49.290001,2735500,49.290001
"863",49.5,50.119999,49.5,49.939999,1371100,49.939999
"864",50.02,50.470001,49.369999,50.369999,1108900,50.369999
"865",50.549999,51.040001,49.529999,49.98,2001100,49.98
"866",48.66,48.889999,47.970001,48.150002,3113600,48.150002
"867",48.509998,49.200001,48.349998,48.68,2141600,48.68
"868",48.950001,49.200001,48.540001,48.950001,1413500,48.950001
"869",48.400002,49.470001,48.16,49.380001,2403800,49.380001
"870",49.130001,49.25,48.150002,48.77,2345600,48.77
"871",48.790001,49.400002,48.610001,49.18,1654900,49.18
"872",50,51.48,49.439999,51.029999,2962800,51.029999
"873",51.48,52.389999,50.599998,50.790001,3719000,50.790001
"874",51.16,52.93,51.060001,52.849998,3335800,52.849998
"875",52.5,52.5,51,51.619999,4722800,51.619999
"876",51,52.169998,50.560001,52.110001,2700000,52.110001
"877",52.099998,53.099998,52,52.259998,4402400,52.259998
"878",52.73,53.52,52.580002,53.299999,3484100,53.299999
"879",51.950001,52.830002,51.43,52.549999,3426500,52.549999
"880",52.950001,53.549999,52.630001,52.880001,2107600,52.880001
"881",52.299999,52.950001,51.880001,52.77,2605100,52.77
"882",52.900002,53.59,52.75,53.34,2794100,53.34
"883",53.34,53.400002,52.290001,52.950001,2691700,52.950001
"884",52.700001,52.810001,51.209999,51.720001,2231700,51.720001
"885",49.77,49.869999,47.419998,48.310001,3682600,48.310001
"886",49.049999,49.200001,46.169998,46.220001,3446300,46.220001
"887",46.720001,47.34,45.299999,45.93,3472500,45.93
"888",44.529999,45.540001,42.900002,43.560001,5600600,43.560001
"889",41.200001,43.110001,39.200001,40.459999,8619200,40.459999
"890",40.720001,42.490002,39.400002,42.389999,4008500,42.389999
"891",42.669998,43.709999,41.41,41.779999,4671300,41.779999
"892",42.490002,43.380001,41.189999,43.380001,3045300,43.380001
"893",42.029999,42.560001,40.490002,40.849998,3618400,40.849998
"894",39,40.880001,38.619999,39.619999,4257900,39.619999
"895",36.48,36.799999,35.459999,36.25,5555400,36.25
"896",37.700001,39.380001,35.5,39.139999,5040000,39.139999
"897",37.639999,38.549999,36.57,36.939999,4757700,36.939999
"898",33.98,34.919998,32.310001,32.740002,6756000,32.740002
"899",35.18,35.950001,33.139999,35.950001,4887500,35.950001
"900",29.18,34.310001,29.18,32.209999,5119300,32.209999
"901",32.810001,33.459999,30.24,31.32,5056400,31.32
"902",29,30.15,25.51,28.870001,4595900,28.870001
